election_year,state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors
2014,Bihar,Bhagalpur,RAMJEE MANDAL,Male,47,GEN,IND,Ceiling Fan,18937,0,18937,1685339
2014,Bihar,Bhagalpur,SIKANDAR TANTI,Male,40,GEN,IND,Coconut,7122,0,7122,1685339
2014,Bihar,Bhagalpur,SUMAN KUMAR,Male,30,GEN,IND,Glass Tumbler,3444,0,3444,1685339
2014,Bihar,Bhagalpur,None of the Above,,,,NOTA,NOTA,11874,1,11875,1685339
2014,Bihar,Banka,JAI PRAKASH NARAYAN YADAV,Male,60,GEN,RJD,Hurricane Lamp,285148,2,285150,1549456
2014,Bihar,Banka,PUTUL KUMARI,Female,54,GEN,BJP,Lotus,274980,26,275006,1549456
2014,Bihar,Banka,SANJAY KUMAR -I,Male,50,GEN,CPI,Ears of Corn And Sickle,220703,5,220708,1549456
2014,Bihar,Banka,SANJAY KUMAR-II,Male,58,GEN,BSP,Elephant,10558,0,10558,1549456
2014,Bihar,Banka,UMAKANT YADAV,Male,63,GEN,BMUP,Cot,2266,0,2266,1549456
2014,Bihar,Banka,DEEPAK KUMAR,Male,35,GEN,SUCI,Glass Tumbler,2481,0,2481,1549456
2014,Bihar,Banka,NIRAJ KUMAR,Male,43,GEN,AAAP,Broom,6057,1,6058,1549456
2014,Bihar,Banka,MAHBOOB ALAM ANSARI,Male,55,GEN,BMF,Almirah,2280,0,2280,1549456
2014,Bihar,Banka,MITHLESH KUMAR SINGH,Male,31,GEN,NLP,Ceiling Fan,2977,0,2977,1549456
2014,Bihar,Banka,MUKESH KUMAR SINHA,Male,42,GEN,BEMP,Kite,2405,0,2405,1549456
2014,Bihar,Banka,VIJAY BHARTI,Male,59,GEN,ravp,Scissors,4317,0,4317,1549456
2014,Bihar,Banka,SUBODH NARAYAN JHA,Male,63,GEN,AITC,Flowers and Grass,4411,1,4412,1549456
2014,Bihar,Banka,AKHIL BHARTIYA SHARMA,Male,48,GEN,IND,Auto- Rickshaw,4721,0,4721,1549456
2014,Bihar,Banka,ALIMUDDIN ANSARI,Male,53,GEN,IND,Batsman,12871,0,12871,1549456
2014,Bihar,Banka,INDRARAJ SINGH SAINI,Male,70,GEN,IND,Basket containing Fruits,11520,0,11520,1549456
2014,Bihar,Banka,NARESH KUMAR PRIYADARSHI,Male,38,GEN,IND,Saw,30814,0,30814,1549456
2014,Bihar,Banka,SARGUN SAH,Male,59,GEN,IND,Air Conditioner,11056,0,11056,1549456
2014,Bihar,Banka,None of the Above,,,,NOTA,NOTA,9753,0,9753,1549456
2014,Bihar,Munger,KAMLESHWARI MANDAL,Male,63,GEN,BSP,Elephant,11225,0,11225,1719984
2014,Bihar,Munger,PRAGATI MEHTA,Male,33,GEN,RJD,Hurricane Lamp,182956,15,182971,1719984
2014,Bihar,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Male,60,GEN,JD(U),Arrow,243818,9,243827,1719984
2014,Bihar,Munger,VEENA DEVI,Female,41,GEN,LJP,Bungalow,352863,48,352911,1719984
2014,Bihar,Munger,ASHOK KUMAR SINGH,Male,51,GEN,SHS,Bow & Arrow,50464,5,50469,1719984
2014,Bihar,Munger,PRAMOD KUMAR,Male,47,GEN,SUCI,Glass Tumbler,4710,0,4710,1719984
2014,Bihar,Munger,RAM BADAN RAI,Male,59,GEN,SP,Bicycle,6769,0,6769,1719984
2014,Bihar,Munger,SHANKAR PRASAD,Male,49,GEN,BMUP,Cot,3956,0,3956,1719984
2014,Bihar,Munger,SANDEEP,Male,28,GEN,AAAP,Broom,7476,5,7481,1719984
2014,Bihar,Munger,SURYODAY PASWAN,Male,40,SC,SaBP,Cup & Saucer,5113,0,5113,1719984
2014,Bihar,Munger,UCHIT KUMAR,Male,41,GEN,IND,Air Conditioner,11122,0,11122,1719984
2014,Bihar,Munger,MUZAFFAR FAKHRUDDIN,Male,54,GEN,IND,Auto- Rickshaw,10264,0,10264,1719984
2014,Bihar,Munger,SHARWAN KUMAR ANAND,Male,43,GEN,IND,Balloon,8112,0,8112,1719984
2014,Bihar,Munger,None of the Above,,,,NOTA,NOTA,15420,0,15420,1719984
2014,Bihar,Nalanda,ASHISH RANJAN SINHA,Male,64,GEN,INC,Hand,127258,12,127270,1951967
2014,Bihar,Nalanda,KAUSHLENDRA KUMAR,Male,49,GEN,JD(U),Arrow,321938,44,321982,1951967
2014,Bihar,Nalanda,SANJAY KUMAR,Male,25,SC,BSP,Elephant,23593,2,23595,1951967
2014,Bihar,Nalanda,SATYA NAND SHARMA,Male,64,GEN,LJP,Bungalow,312315,40,312355,1951967
2014,Bihar,Nalanda,DHIRENDRA KUMAR,Male,32,GEN,JPS,Saw,8757,0,8757,1951967
2014,Bihar,Nalanda,NAYEB ALI,Male,43,GEN,AITC,Flowers and Grass,4613,0,4613,1951967
2014,Bihar,Nalanda,NIRAJ SHARMA,Male,58,GEN,ravp,Scissors,2342,0,2342,1951967
2014,Bihar,Nalanda,PARNAV PRAKASH,Male,25,GEN,AAAP,Broom,18212,12,18224,1951967
2014,Bihar,Nalanda,PRAMOD KUMAR NIRALA,Male,45,GEN,SaBP,Cup & Saucer,2779,0,2779,1951967
2014,Bihar,Nalanda,BHOLA SAO,Male,52,GEN,KVD,Whistle,2213,0,2213,1951967
2014,Bihar,Nalanda,MAHESH PASWAN,Male,40,SC,BBMP,Envelope,4236,0,4236,1951967
2014,Bihar,Nalanda,YOGENDRA PRASAD,Male,65,GEN,BIP,Balloon,4599,1,4600,1951967
2014,Bihar,Nalanda,RAKESH RANJAN SINHA,Male,35,GEN,RPI(A),Sewing Machine,13381,0,13381,1951967
2014,Bihar,Nalanda,LALLU RAM,Male,44,GEN,BMUP,Cot,6788,0,6788,1951967
2014,Bihar,Nalanda,SHASHI YADAV,Female,40,GEN,CPI(ML)(L),Flag with Three Stars,19477,0,19477,1951967
2014,Bihar,Nalanda,SHAILESH KUMAR,Male,51,GEN,APCP,Walking Stick,15370,0,15370,1951967
2014,Bihar,Nalanda,AWADH KUMAR,Male,40,GEN,IND,Bat,6346,0,6346,1951967
2014,Bihar,Nalanda,KAUSHAL KUMAR KAUSHALENDRA SINHA ALIAS BHARAT MANAS,Male,40,GEN,IND,Auto- Rickshaw,7472,0,7472,1951967
2014,Bihar,Nalanda,NARESH PRASAD SINGH,Male,43,GEN,IND,Gas Cylinder,3620,0,3620,1951967
2014,Bihar,Nalanda,MUNNA PRASAD,Male,48,GEN,IND,Letter Box,6048,0,6048,1951967
2014,Bihar,Nalanda,LATA SINHA,Female,38,GEN,IND,Pressure Cooker,2237,0,2237,1951967
2014,Bihar,Nalanda,VISHWAJIT KUMAR,Male,25,GEN,IND,Chappals,2604,0,2604,1951967
2014,Bihar,Nalanda,None of the Above,,,,NOTA,NOTA,5450,2,5452,1951967
2014,Bihar,Patna Sahib,KUNAL SINGH,Male,58,GEN,INC,Hand,219693,407,220100,1946249
2014,Bihar,Patna Sahib,GANESH SAW,Male,36,GEN,BSP,Elephant,9660,31,9691,1946249
2014,Bihar,Patna Sahib,DR.GOPAL PRASAD SINHA,Male,71,GEN,JD(U),Arrow,90709,315,91024,1946249
2014,Bihar,Patna Sahib,SHATRUGHANA SINHA,Male,67,GEN,BJP,Lotus,484458,1447,485905,1946249
2014,Bihar,Patna Sahib,UMESH KUMAR,Male,46,GEN,SP,Bicycle,10820,16,10836,1946249
2014,Bihar,Patna Sahib,GAJENDRA KUMAR,Male,30,GEN,SaBP,Cup & Saucer,2164,2,2166,1946249
2014,Bihar,Patna Sahib,CHANDRA BHUSHAN PRASAD CHANDRAVANSHI,Male,44,GEN,BMUP,Cot,3005,10,3015,1946249
2014,Bihar,Patna Sahib,JAUHAR AZAD,Male,29,GEN,JDR,Bat,1831,3,1834,1946249
2014,Bihar,Patna Sahib,PARVEEN AMANULLAH,Female,56,GEN,AAAP,Broom,16242,139,16381,1946249
2014,Bihar,Patna Sahib,PARWEZ AHMAD,Male,46,GEN,LKJP,Almirah,1854,2,1856,1946249
2014,Bihar,Patna Sahib,DR. RAKESH DUTTA MISHRA,Male,39,GEN,BJKD,Candles,2681,6,2687,1946249
2014,Bihar,Patna Sahib,LAL BAHADUR SINGH PATEL,Male,46,GEN,KVD,Whistle,2500,2,2502,1946249
2014,Bihar,Patna Sahib,SHREEKANT LABH,Male,79,GEN,SJP(R),Battery Torch,3177,1,3178,1946249
2014,Bihar,Patna Sahib,ANIL KUMAR,Male,48,SC,IND,Gas Cylinder,2474,4,2478,1946249
2014,Bihar,Patna Sahib,KUMAR RAJIV,Male,43,GEN,IND,Coconut,2913,1,2914,1946249
2014,Bihar,Patna Sahib,GANGA VISHNU PRASAD,Male,73,GEN,IND,Ceiling Fan,8834,0,8834,1946249
2014,Bihar,Patna Sahib,NAND KISHORE SINGH,Male,57,GEN,IND,Glass Tumbler,6057,0,6057,1946249
2014,Bihar,Patna Sahib,VIJAY KUMAR SAHNI,Male,25,GEN,IND,Television,1242,1,1243,1946249
2014,Bihar,Patna Sahib,SHYAM NANDAN PRASAD,Male,59,GEN,IND,Auto- Rickshaw,1834,0,1834,1946249
2014,Bihar,Patna Sahib,None of the Above,,,,NOTA,NOTA,7686,41,7727,1946249
2014,Bihar,Pataliputra,MISHA BHARTI,Female,39,GEN,RJD,Hurricane Lamp,342478,462,342940,1736074
2014,Bihar,Pataliputra,RANJAN PRASAD YADAV,Male,69,GEN,JD(U),Arrow,97006,222,97228,1736074
2014,Bihar,Pataliputra,RAJ KUMAR RAM,Male,41,SC,BSP,Elephant,17170,18,17188,1736074
2014,Bihar,Pataliputra,RAM KRIPAL YADAV,Male,53,GEN,BJP,Lotus,382232,1030,383262,1736074
2014,Bihar,Pataliputra,ABINASH KUMAR,Male,53,GEN,BJKD,Candles,5852,2,5854,1736074
2014,Bihar,Pataliputra,KUNDAN PRASAD SINGH,Male,57,GEN,AAAP,Broom,5611,26,5637,1736074
2014,Bihar,Pataliputra,CHANDRA DEV PRASAD,Male,41,GEN,BMUP,Cot,2266,2,2268,1736074
2014,Bihar,Pataliputra,DEO KUMAR VERMA,Male,56,GEN,RPI(A),Sewing Machine,2484,0,2484,1736074
2014,Bihar,Pataliputra,NAGENDRA KUMAR,Male,33,GEN,BVM,Basket containing Fruits,4301,1,4302,1736074
2014,Bihar,Pataliputra,MUKUL KUMAR SHARMA,Male,26,GEN,SaBP,Cup & Saucer,3015,0,3015,1736074
2014,Bihar,Pataliputra,RAMESHWAR PRASAD,Male,67,GEN,CPI(ML)(L),Flag with Three Stars,51590,33,51623,1736074
2014,Bihar,Pataliputra,SHATRUDHAN SAW,Male,46,GEN,BED,Cauliflower,8174,10,8184,1736074
2014,Bihar,Pataliputra,SUNIL KUMAR,Male,41,GEN,SJP(R),Battery Torch,6268,1,6269,1736074
2014,Bihar,Pataliputra,KUMAR INDRA BHUSHAN,Male,40,GEN,IND,Almirah,5404,8,5412,1736074
2014,Bihar,Pataliputra,JAI PRAKASH YADAV,Male,54,GEN,IND,Helmet,4804,0,4804,1736074
2014,Bihar,Pataliputra,DURGESH NANDAN SINGH ALIAS DURGESH NANDAN,Male,37,GEN,IND,Gas Cylinder,16645,0,16645,1736074
2014,Bihar,Pataliputra,NIRAJ KUMAR,Male,48,GEN,IND,Balloon,8083,1,8084,1736074
2014,Bihar,Pataliputra,PANCHAM LAL,Male,63,SC,IND,Ring,2520,0,2520,1736074
2014,Bihar,Pataliputra,MINENDRA KUMAR SINGH,Male,62,GEN,IND,Batsman,1697,0,1697,1736074
2014,Bihar,Pataliputra,SUNIL KUMAR SINGH,Male,45,GEN,IND,Scissors,4555,0,4555,1736074
2014,Bihar,Pataliputra,None of the Above,,,,NOTA,NOTA,4660,18,4678,1736074
2014,Bihar,Arrah,MEENA SINGH,Female,49,GEN,JD(U),Arrow,75958,4,75962,1824515
2014,Bihar,Arrah,RAMESH CHANDRA BADAL,Male,59,SC,BSP,Elephant,7636,1,7637,1824515
2014,Bihar,Arrah,RAJ KUMAR SINGH,Male,61,GEN,BJP,Lotus,390953,121,391074,1824515
2014,Bihar,Arrah,SRIBHAGWAN SINGH KUSHWAHA,Male,48,GEN,RJD,Hurricane Lamp,255180,24,255204,1824515
2014,Bihar,Arrah,BAIJNATH YADAV,Male,49,GEN,BMUP,Cot,6886,0,6886,1824515
2014,Bihar,Arrah,BHARAT BHUSHAN PANDEY,Male,40,GEN,ABJS,Kite,10948,2,10950,1824515
2014,Bihar,Arrah,RAJU YADAV,Male,31,GEN,CPI(ML)(L),Flag with Three Stars,98804,1,98805,1824515
2014,Bihar,Arrah,SHAMBHU PRASAD SHARMA,Male,61,GEN,HVD,Sewing Machine,5680,0,5680,1824515
2014,Bihar,Arrah,DR. SURENDRA KUMAR PRASAD,Male,59,GEN,AAAP,Broom,7512,6,7518,1824515
2014,Bihar,Arrah,ASHOK RAM,Male,41,SC,IND,Cup & Saucer,7305,0,7305,1824515
2014,Bihar,Arrah,GOPAL SINGH,Male,73,GEN,IND,Bat,5879,0,5879,1824515
2014,Bihar,Arrah,SHANKAR DAYAL PASWAN,Male,49,SC,IND,Scissors,5610,0,5610,1824515
2014,Bihar,Arrah,None of the Above,,,,NOTA,NOTA,14703,0,14703,1824515
2014,Bihar,Buxar,ASHWINI KUMAR CHOUBEY,Male,61,GEN,BJP,Lotus,318954,58,319012,1640671
2014,Bihar,Buxar,JAGADANAND SINGH,Male,70,GEN,RJD,Hurricane Lamp,186667,7,186674,1640671
2014,Bihar,Buxar,DADAN YADAV,Male,50,GEN,BSP,Elephant,184786,2,184788,1640671
2014,Bihar,Buxar,SHYAM LAL SINGH KUSHWAHA,Male,59,GEN,JD(U),Arrow,117012,0,117012,1640671
2014,Bihar,Buxar,INDU SINGH,Female,36,GEN,CPI(ML)(L),Flag with Three Stars,13051,0,13051,1640671
2014,Bihar,Buxar,TAFIR HUSSIAN,Male,48,GEN,HVD,Sewing Machine,2241,0,2241,1640671
2014,Bihar,Buxar,PARSHURAM PRASAD,Male,35,SC,BMUP,Cot,2066,0,2066,1640671
2014,Bihar,Buxar,PRADEEP KUMAR PRASAD,Male,34,GEN,PMSP,Saw,6901,0,6901,1640671
2014,Bihar,Buxar,MOKARRAM HUSSAIN,Male,62,GEN,SBSP,Walking Stick,7514,0,7514,1640671
2014,Bihar,Buxar,MONIBUR RAHMAN,Male,38,GEN,JDR,Almirah,1864,0,1864,1640671
2014,Bihar,Buxar,RAJENDRA KUMAR SINGH CHOUHAN,Male,48,GEN,BVM,Bat,2740,0,2740,1640671
2014,Bihar,Buxar,SHIO KUMAR SHARMA,Male,58,GEN,JPS,Air Conditioner,3437,0,3437,1640671
2014,Bihar,Buxar,SWETA PATHAK,Female,30,GEN,AAAP,Broom,7874,5,7879,1640671
2014,Bihar,Buxar,NARENDRA PRATAP SINGH,Male,33,GEN,IND,Auto- Rickshaw,6130,0,6130,1640671
2014,Bihar,Buxar,LALLAN RUPNARAIN PATHAK,Male,70,GEN,IND,Coconut,5294,0,5294,1640671
2014,Bihar,Buxar,SHEO GOPAL CHOUDHARY,Male,74,GEN,IND,Balloon,12422,0,12422,1640671
2014,Bihar,Buxar,None of the Above,,,,NOTA,NOTA,9179,0,9179,1640671
2014,Bihar,Sasaram (SC),KARRA PARASU RAMAIAH,Male,59,SC,JD(U),Arrow,93138,172,93310,1607747
2014,Bihar,Sasaram (SC),CHHEDI PASWAN,Male,58,SC,BJP,Lotus,365576,511,366087,1607747
2014,Bihar,Sasaram (SC),BALESHWAR BHARTI,Male,58,SC,BSP,Elephant,31510,18,31528,1607747
2014,Bihar,Sasaram (SC),MEIRA KUMAR,Female,68,SC,INC,Hand,302385,375,302760,1607747
2014,Bihar,Sasaram (SC),GEETA ARYA,Female,47,SC,AAAP,Broom,10997,8,11005,1607747
2014,Bihar,Sasaram (SC),TETRI DEVI,Female,39,SC,CPI(ML)(L),Flag with Three Stars,7479,7,7486,1607747
2014,Bihar,Sasaram (SC),SAROJ RAM,Male,54,SC,BMUP,Cot,3901,5,3906,1607747
2014,Bihar,Sasaram (SC),NAND LAL RAM,Male,37,SC,IND,Almirah,2806,2,2808,1607747
2014,Bihar,Sasaram (SC),RAVIKANT CHAUDHARY,Male,32,SC,IND,Air Conditioner,3980,0,3980,1607747
2014,Bihar,Sasaram (SC),RAJNARAIN RAO,Male,77,SC,IND,Candles,4395,0,4395,1607747
2014,Bihar,Sasaram (SC),SURENDRA RAM,Male,39,SC,IND,Auto- Rickshaw,6144,0,6144,1607747
2014,Bihar,Sasaram (SC),None of the Above,,,,NOTA,NOTA,13377,2,13379,1607747
2014,Bihar,Karakat,KANTI SINGH,Female,59,GEN,RJD,Hurricane Lamp,233619,32,233651,1580558
2014,Bihar,Karakat,MAHABALI SINGH,Male,59,GEN,JD(U),Arrow,76699,10,76709,1580558
2014,Bihar,Karakat,SANJAY KEWAT,Male,29,GEN,BSP,Elephant,45501,2,45503,1580558
2014,Bihar,Karakat,UPENDRA KUSHWAHA,Male,51,GEN,BLSP,Ceiling Fan,338821,71,338892,1580558
2014,Bihar,Karakat,GHULAM KUNDANAM,Male,43,GEN,AAAP,Broom,6934,4,6938,1580558
2014,Bihar,Karakat,DINESH KUMAR,Male,34,GEN,BMUP,Cot,2358,1,2359,1580558
2014,Bihar,Karakat,PRADEEP KUMAR JOSHI,Male,45,GEN,RSWD,Almirah,6993,1,6994,1580558
2014,Bihar,Karakat,RAJANI DUBEY,Female,41,GEN,ABJS,Air Conditioner,4794,1,4795,1580558
2014,Bihar,Karakat,RAJA RAM SINGH,Male,58,GEN,CPI(ML)(L),Flag with Three Stars,32682,4,32686,1580558
2014,Bihar,Karakat,VEENA BHARTI,Female,38,GEN,JPS,Saw,4002,0,4002,1580558
2014,Bihar,Karakat,IMRAN ALI,Male,27,GEN,IND,Auto- Rickshaw,2048,0,2048,1580558
2014,Bihar,Karakat,MD. DILBAS ANSARI,Male,62,GEN,IND,Balloon,2813,0,2813,1580558
2014,Bihar,Karakat,BHAIRAW DAYAL SINGH,Male,70,GEN,IND,Basket containing Fruits,6974,0,6974,1580558
2014,Bihar,Karakat,RAM DAYAL SINGH,Male,59,GEN,IND,Bat,5459,0,5459,1580558
2014,Bihar,Karakat,SATYA NARAYAN SINGH,Male,51,GEN,IND,Batsman,9918,1,9919,1580558
2014,Bihar,Karakat,None of the Above,,,,NOTA,NOTA,10185,0,10185,1580558
2014,Bihar,Jahanabad,ANIL KUMAR SHARMA,Male,50,GEN,JD(U),Arrow,100811,40,100851,1423246
2014,Bihar,Jahanabad,RAVINDRA SINGH,Male,40,GEN,BSP,Elephant,10578,2,10580,1423246
2014,Bihar,Jahanabad,SURENDRA PRASAD YADAV,Male,56,GEN,RJD,Hurricane Lamp,280086,221,280307,1423246
2014,Bihar,Jahanabad,DR. ARUN KUMAR,Male,55,GEN,BLSP,Ceiling Fan,322422,225,322647,1423246
2014,Bihar,Jahanabad,MD. ISTIYAK,Male,49,GEN,AITC,Flowers and Grass,6040,1,6041,1423246
2014,Bihar,Jahanabad,CHANDRA BHUSHAN SHARMA,Male,64,GEN,AAAP,Broom,3706,5,3711,1423246
2014,Bihar,Jahanabad,NARENDRA KUMAR,Male,34,SC,SHS,Scissors,2121,15,2136,1423246
2014,Bihar,Jahanabad,PARSHURAM VIND,Male,72,GEN,BMUP,Cot,2720,1,2721,1423246
2014,Bihar,Jahanabad,MANJU DEVI,Female,51,GEN,KVD,Whistle,2825,1,2826,1423246
2014,Bihar,Jahanabad,RAMADHAR SINGH,Male,58,GEN,CPI(ML)(L),Flag with Three Stars,34365,0,34365,1423246
2014,Bihar,Jahanabad,RAHUL RANJAN,Male,27,GEN,JMM,Dish Antenna,3521,0,3521,1423246
2014,Bihar,Jahanabad,ARJUN THAKUR,Male,52,GEN,IND,Kite,7755,2,7757,1423246
2014,Bihar,Jahanabad,NITYANAND SINGH,Male,39,GEN,IND,Gas Cylinder,10625,0,10625,1423246
2014,Bihar,Jahanabad,MANJAY KUMAR,Male,31,GEN,IND,Camera,8874,0,8874,1423246
2014,Bihar,Jahanabad,SUDAY YADAV,Male,26,GEN,IND,Bat,4202,0,4202,1423246
2014,Bihar,Jahanabad,None of the Above,,,,NOTA,NOTA,10352,0,10352,1423246
2014,Bihar,Aurangabad,NIKHIL KUMAR,Male,72,GEN,INC,Hand,241433,161,241594,1536153
2014,Bihar,Aurangabad,BAGI KUMAR VERMA,Male,42,GEN,JD(U),Arrow,136045,92,136137,1536153
2014,Bihar,Aurangabad,SANTOSH KUMAR,Male,45,GEN,BSP,Elephant,27818,15,27833,1536153
2014,Bihar,Aurangabad,SUSHIL KUMAR SINGH,Male,48,GEN,BJP,Lotus,307605,336,307941,1536153
2014,Bihar,Aurangabad,UPENDRA NATH,Male,46,GEN,BMUP,Cot,9253,2,9255,1536153
2014,Bihar,Aurangabad,USHA SHARAN,Female,43,GEN,SSD,Saw,4608,0,4608,1536153
2014,Bihar,Aurangabad,RAGINI LATA SINGH,Female,49,GEN,AAAP,Broom,6699,4,6703,1536153
2014,Bihar,Aurangabad,RITA DEVI,Female,43,GEN,SP,Bicycle,3332,1,3333,1536153
2014,Bihar,Aurangabad,DURGA THAKUR,Male,55,GEN,IND,Scissors,3696,0,3696,1536153
2014,Bihar,Aurangabad,RAKESH SHARMA,Male,42,GEN,IND,Almirah,5726,0,5726,1536153
2014,Bihar,Aurangabad,RAMJI SINGH,Male,45,GEN,IND,Air Conditioner,7195,0,7195,1536153
2014,Bihar,Aurangabad,BIJEET KUMAR,Male,29,GEN,IND,Auto- Rickshaw,6121,0,6121,1536153
2014,Bihar,Aurangabad,SOMARU PASWAN,Male,58,SC,IND,Balloon,8678,0,8678,1536153
2014,Bihar,Aurangabad,None of the Above,,,,NOTA,NOTA,17454,0,17454,1536153
2014,Bihar,Gaya (SC),JITAN RAM MANJHI,Male,68,SC,JD(U),Arrow,131403,425,131828,1501521
2014,Bihar,Gaya (SC),RAMJI MANJHI,Male,54,SC,RJD,Hurricane Lamp,210042,684,210726,1501521
2014,Bihar,Gaya (SC),SHIV KUMAR KANT,Male,64,SC,BSP,Elephant,15982,46,16028,1501521
2014,Bihar,Gaya (SC),HARI MANJHI,Male,51,SC,BJP,Lotus,325040,1190,326230,1501521
2014,Bihar,Gaya (SC),ASHOK KUMAR,Male,52,SC,JMM,Bow & Arrow,36860,3,36863,1501521
2014,Bihar,Gaya (SC),INDRA DEO CHOUDHARY,Male,45,SC,BMUP,Air Conditioner,5531,13,5544,1501521
2014,Bihar,Gaya (SC),KAPIL CHOUDHARY,Male,44,SC,AITC,Flowers and Grass,8996,8,9004,1501521
2014,Bihar,Gaya (SC),DHANANJAY KISHORE,Male,38,SC,AAAP,Broom,7296,16,7312,1501521
2014,Bihar,Gaya (SC),NIRANJAN KUMAR,Male,40,SC,CPI(ML)(L),Flag with Three Stars,7609,15,7624,1501521
2014,Bihar,Gaya (SC),BHUNESWAR DAS,Male,50,SC,RAHM,FLUTE,7544,5,7549,1501521
2014,Bihar,Gaya (SC),MAMTA KUMARI,Female,33,SC,SP,Bicycle,6064,1,6065,1501521
2014,Bihar,Gaya (SC),SHIV SHANKAR KUMAR,Male,38,SC,BBMP,Envelope,5920,4,5924,1501521
2014,Bihar,Gaya (SC),DR. DEV KUMAR CHOUDHARY,Male,39,SC,IND,Cup & Saucer,19619,32,19651,1501521
2014,Bihar,Gaya (SC),None of the Above,,,,NOTA,NOTA,19016,14,19030,1501521
2014,Bihar,Nawada,KAUSHAL YADAV,Male,44,GEN,JD(U),Arrow,168209,8,168217,1694895
2014,Bihar,Nawada,GIRIRAJ SINGH,Male,61,GEN,BJP,Lotus,390205,43,390248,1694895
2014,Bihar,Nawada,RAJ BALLABH PRASAD,Male,52,GEN,RJD,Hurricane Lamp,250086,5,250091,1694895
2014,Bihar,Nawada,SOHAIL ANWER,Male,48,SC,BSP,Elephant,7997,0,7997,1694895
2014,Bihar,Nawada,ASHOK KUMAR,Male,37,SC,ravp,Scissors,2596,0,2596,1694895
2014,Bihar,Nawada,UMAKANT RAHI,Male,42,GEN,SSD,Saw,2169,0,2169,1694895
2014,Bihar,Nawada,PRAMENDRA KUMAR YADAV,Male,34,GEN,BED,Auto- Rickshaw,1650,0,1650,1694895
2014,Bihar,Nawada,MOHAMMAD JAHID HUSAIN,Male,42,GEN,AITC,Flowers and Grass,3138,0,3138,1694895
2014,Bihar,Nawada,RAJENDRA SINGH,Male,58,GEN,AAAP,Broom,4055,2,4057,1694895
2014,Bihar,Nawada,VIJAY RAM,Male,42,SC,MOSP,HOCKEY & BALL,3291,0,3291,1694895
2014,Bihar,Nawada,SURENDRA RAJBANSHI,Male,35,SC,SP,Bicycle,3612,0,3612,1694895
2014,Bihar,Nawada,AZAD GEETA PRASAD SHARMA,Male,48,GEN,IND,Basket containing Fruits,3568,0,3568,1694895
2014,Bihar,Nawada,ADITYA NARAYAN,Male,32,SC,IND,Batsman,3743,0,3743,1694895
2014,Bihar,Nawada,MANISH KUMAR,Male,40,GEN,IND,Battery Torch,6443,0,6443,1694895
2014,Bihar,Nawada,SATISH KUMAR,Male,50,GEN,IND,BELT,6736,0,6736,1694895
2014,Bihar,Nawada,SAFDAR ISMAIL,Male,36,GEN,IND,Black Board,12072,0,12072,1694895
2014,Bihar,Nawada,SHULOCHANA DEVI,Female,39,GEN,IND,Bread,7324,0,7324,1694895
2014,Bihar,Nawada,None of the Above,,,,NOTA,NOTA,7489,0,7489,1694895
2014,Bihar,Jamui (SC),UDAY NARAIN CHOUDHARY,Male,61,SC,JD(U),Arrow,198591,8,198599,1550936
2014,Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,Male,32,SC,LJP,Bungalow,285334,20,285354,1550936
2014,Bihar,Jamui (SC),BRAHMDEV ANAND PASWAN,Male,58,SC,BSP,Elephant,15007,1,15008,1550936
2014,Bihar,Jamui (SC),SUDHANSU SHEKHAR BHASKAR,Male,46,SC,RJD,Hurricane Lamp,199401,6,199407,1550936
2014,Bihar,Jamui (SC),UPENDRA RAVIDAS,Male,35,SC,JMM,Almirah,10748,0,10748,1550936
2014,Bihar,Jamui (SC),JAY PRAKASH DAS,Male,61,SC,CPI(ML)(L),Flag with Three Stars,6252,1,6253,1550936
2014,Bihar,Jamui (SC),VINOD KUMAR DAS,Male,34,SC,AAAP,Broom,7157,2,7159,1550936
2014,Bihar,Jamui (SC),VISHUN CHOUDHARY,Male,56,SC,SHS,Envelope,7144,3,7147,1550936
2014,Bihar,Jamui (SC),DILIP KUMAR,Male,30,SC,IND,Candles,7634,1,7635,1550936
2014,Bihar,Jamui (SC),MANOJ KUMAR MANJHI,Male,32,SC,IND,Black Board,8360,0,8360,1550936
2014,Bihar,Jamui (SC),SUBHASH PASWAN,Male,45,SC,IND,Bat,10452,0,10452,1550936
2014,Bihar,Jamui (SC),None of the Above,,,,NOTA,NOTA,19517,0,19517,1550936
2014,Chandigarh,Chandigarh,KIRRON KHER ,Female,61,GEN,BJP,Lotus,191295,67,191362,615214
2014,Chandigarh,Chandigarh,JANNAT JAHAN-UL-HAQ (NAINA),Female,32,GEN,BSP,Elephant,15934,0,15934,615214
2014,Chandigarh,Chandigarh,PAWAN KUMAR BANSAL,Male,65,GEN,INC,Hand,121700,20,121720,615214
2014,Chandigarh,Chandigarh,KAWALJIT SINGH,Male,33,GEN,CPI(ML)(L),Flag with Three Stars,1968,0,1968,615214
2014,Chandigarh,Chandigarh,KHEM LAL BANSAL,Male,68,GEN,IVD,Walking Stick,640,0,640,615214
2014,Chandigarh,Chandigarh,GULKIRAT KAUR PANAG (GUL PANAG),Female,35,GEN,AAAP,Broom,108636,43,108679,615214
